priceUsd,time,date,asset_name
1121.5875348260668,1668988800000,2022-11-21 00:00:00+00:00,ethereum
1110.807647229936,1669075200000,2022-11-22 00:00:00+00:00,ethereum
1163.44737644449,1669161600000,2022-11-23 00:00:00+00:00,ethereum
1200.2058008766965,1669248000000,2022-11-24 00:00:00+00:00,ethereum
1191.5414055784715,1669334400000,2022-11-25 00:00:00+00:00,ethereum
1217.303545805671,1669420800000,2022-11-26 00:00:00+00:00,ethereum
1217.153456403796,1669507200000,2022-11-27 00:00:00+00:00,ethereum
1174.1653269222027,1669593600000,2022-11-28 00:00:00+00:00,ethereum
1206.7736299563862,1669680000000,2022-11-29 00:00:00+00:00,ethereum
1272.597363817735,1669766400000,2022-11-30 00:00:00+00:00,ethereum
1281.3406385687808,1669852800000,2022-12-01 00:00:00+00:00,ethereum
1281.632414444745,1669939200000,2022-12-02 00:00:00+00:00,ethereum
1274.9508398169403,1670025600000,2022-12-03 00:00:00+00:00,ethereum
1263.6427422865013,1670112000000,2022-12-04 00:00:00+00:00,ethereum
1281.8335487885397,1670198400000,2022-12-05 00:00:00+00:00,ethereum
1258.2194151010583,1670284800000,2022-12-06 00:00:00+00:00,ethereum
1240.8597719786892,1670371200000,2022-12-07 00:00:00+00:00,ethereum
1247.0008718750407,1670457600000,2022-12-08 00:00:00+00:00,ethereum
1277.0681203575648,1670544000000,2022-12-09 00:00:00+00:00,ethereum
1268.7790457237095,1670630400000,2022-12-10 00:00:00+00:00,ethereum
1273.1454847868097,1670716800000,2022-12-11 00:00:00+00:00,ethereum
1254.4882134790087,1670803200000,2022-12-12 00:00:00+00:00,ethereum
1295.1805012621023,1670889600000,2022-12-13 00:00:00+00:00,ethereum
1323.6630886871783,1670976000000,2022-12-14 00:00:00+00:00,ethereum
1282.464106204695,1671062400000,2022-12-15 00:00:00+00:00,ethereum
1228.4042501821168,1671148800000,2022-12-16 00:00:00+00:00,ethereum
1179.1671115445163,1671235200000,2022-12-17 00:00:00+00:00,ethereum
1184.399343772904,1671321600000,2022-12-18 00:00:00+00:00,ethereum
1180.7569441477524,1671408000000,2022-12-19 00:00:00+00:00,ethereum
1207.0260104828408,1671494400000,2022-12-20 00:00:00+00:00,ethereum
1212.4362353245872,1671580800000,2022-12-21 00:00:00+00:00,ethereum
1209.226903849638,1671667200000,2022-12-22 00:00:00+00:00,ethereum
1220.5191325558144,1671753600000,2022-12-23 00:00:00+00:00,ethereum
1220.3595129788623,1671840000000,2022-12-24 00:00:00+00:00,ethereum
1217.7786570709072,1671926400000,2022-12-25 00:00:00+00:00,ethereum
1218.6695582718796,1672012800000,2022-12-26 00:00:00+00:00,ethereum
1216.8518273981642,1672099200000,2022-12-27 00:00:00+00:00,ethereum
1196.2517731638525,1672185600000,2022-12-28 00:00:00+00:00,ethereum
1196.411356697079,1672272000000,2022-12-29 00:00:00+00:00,ethereum
1194.904995456488,1672358400000,2022-12-30 00:00:00+00:00,ethereum
1198.5914145479069,1672444800000,2022-12-31 00:00:00+00:00,ethereum
1215.9214894329862,1672617600000,2023-01-02 00:00:00+00:00,ethereum
1213.0989639750526,1672704000000,2023-01-03 00:00:00+00:00,ethereum
1247.752140406306,1672790400000,2023-01-04 00:00:00+00:00,ethereum
1251.1378142533356,1672876800000,2023-01-05 00:00:00+00:00,ethereum
1254.4388737417578,1672963200000,2023-01-06 00:00:00+00:00,ethereum
1265.4242150600328,1673049600000,2023-01-07 00:00:00+00:00,ethereum
1266.1085947195318,1673136000000,2023-01-08 00:00:00+00:00,ethereum
1317.9524952563995,1673222400000,2023-01-09 00:00:00+00:00,ethereum
1330.6151763010826,1673308800000,2023-01-10 00:00:00+00:00,ethereum
1336.1358838947956,1673395200000,2023-01-11 00:00:00+00:00,ethereum
1405.1307610127585,1673481600000,2023-01-12 00:00:00+00:00,ethereum
1416.8064211992166,1673568000000,2023-01-13 00:00:00+00:00,ethereum
1537.9400141866656,1673654400000,2023-01-14 00:00:00+00:00,ethereum
1537.005412683159,1673740800000,2023-01-15 00:00:00+00:00,ethereum
1562.268057079384,1673827200000,2023-01-16 00:00:00+00:00,ethereum
1571.667561250556,1673913600000,2023-01-17 00:00:00+00:00,ethereum
41982.20669713448,1642550400000,2022-01-19 00:00:00+00:00,bitcoin
42277.340568753774,1642636800000,2022-01-20 00:00:00+00:00,bitcoin
38768.02194168501,1642723200000,2022-01-21 00:00:00+00:00,bitcoin
35615.05760435285,1642809600000,2022-01-22 00:00:00+00:00,bitcoin
35535.84375937379,1642896000000,2022-01-23 00:00:00+00:00,bitcoin
35184.82322767571,1642982400000,2022-01-24 00:00:00+00:00,bitcoin
36585.76104177224,1643068800000,2022-01-25 00:00:00+00:00,bitcoin
37593.28629029538,1643155200000,2022-01-26 00:00:00+00:00,bitcoin
36443.72778061912,1643241600000,2022-01-27 00:00:00+00:00,bitcoin
37195.33378568701,1643328000000,2022-01-28 00:00:00+00:00,bitcoin
37936.38962730221,1643414400000,2022-01-29 00:00:00+00:00,bitcoin
38033.00444478686,1643500800000,2022-01-30 00:00:00+00:00,bitcoin
37639.14341177935,1643587200000,2022-01-31 00:00:00+00:00,bitcoin
38618.69851271176,1643673600000,2022-02-01 00:00:00+00:00,bitcoin
38110.06031074658,1643760000000,2022-02-02 00:00:00+00:00,bitcoin
36870.751790311275,1643846400000,2022-02-03 00:00:00+00:00,bitcoin
38707.10370560352,1643932800000,2022-02-04 00:00:00+00:00,bitcoin
41542.708410126,1644019200000,2022-02-05 00:00:00+00:00,bitcoin
